County,Elevation ,Date,ppt ,tmin ,tmean ,tmax ,tdmean ,vpdmin ,vpdmax 
Lassen,6453,2015-02,2.76,29.9,39.4,48.9,21.2,1.35,7.59
Lassen,6453,2015-03,0.59,29.8,41.3,52.7,21.4,1.42,9.9
Lassen,6453,2015-04,0.79,27.4,40.5,53.5,19.6,1.1,11
Lassen,6453,2015-05,2.28,36.7,47.9,59.1,30.1,1.36,11.73
Lassen,6453,2015-06,0.38,49,62.8,76.6,32.8,4.86,25.46
Lassen,6453,2015-07,2.19,51.2,64.4,77.7,37.8,3.94,24.7
Lassen,6453,2015-08,0.19,51.4,65.4,79.4,30.4,6.58,28.94
Lassen,6453,2015-09,0.13,45.3,59.3,73.3,25.3,6.09,24.3
Lassen,6453,2015-10,1.22,41.6,52.7,63.8,31.3,2.67,14.86
Lassen,6453,2015-11,1.77,23.7,32.7,41.6,21.7,0.67,4.85
Lassen,6453,2015-12,5.39,22.3,28.3,34.4,22.3,0.26,2.19
Los Angeles,3826,2005-01,22.19,41.2,47,52.7,26.4,3.38,7.97
Los Angeles,3826,2005-02,18.12,38.9,44.7,50.5,29.8,1.67,5.83
Los Angeles,3826,2005-03,3.6,41.5,49.1,56.6,28.4,3.08,10.15
Los Angeles,3826,2005-04,1.01,42.7,53.1,63.4,25.9,3.96,14.57
Los Angeles,3826,2005-05,1.01,50.6,61.1,71.5,38.3,4.99,17.44
Los Angeles,3826,2005-06,0,52.2,63.7,75.2,38.7,5.53,20.52
Los Angeles,3826,2005-07,0.05,67.1,78,88.8,44.4,12.66,34.72
Los Angeles,3826,2005-08,0.03,65.4,76,86.6,39,13.18,33.39
Los Angeles,3826,2005-09,0.63,56.5,67.2,77.9,30.6,8.28,25.78
Los Angeles,3826,2005-10,3.62,51.6,60.7,69.8,32.7,5.56,17.75
Los Angeles,3826,2005-11,0.29,50.3,57.7,65.1,18.2,7.21,17.18
Los Angeles,3826,2005-12,0.42,44.3,51.2,58.1,19.3,3.83,12.42
Los Angeles,3826,2006-01,5.81,40.8,47.9,54.9,25.3,2.37,10.52
Los Angeles,3826,2006-02,3.82,43.5,51.1,58.6,13,5.02,14.35
Los Angeles,3826,2006-03,9.19,35.1,42.6,50.1,28.7,1.06,6.27
Los Angeles,3826,2006-04,5.29,40.3,48.7,57.1,33,1.58,8.95
Los Angeles,3826,2006-05,1.08,52.3,63.5,74.7,40.8,4.66,19.5
Los Angeles,3826,2006-06,0.05,62.6,73.6,84.7,41.3,10.6,30.94
Los Angeles,3826,2006-07,0,69.9,80.6,91.4,45.1,14.39,38.8
Los Angeles,3826,2006-08,0.03,61.7,73.2,84.7,33,11.81,33.54
Los Angeles,3826,2006-09,0.14,60.3,71.7,83.1,30.1,12.22,33.18
Los Angeles,3826,2006-10,0.31,50.9,60,69.2,28.7,5.8,18.24
Los Angeles,3826,2006-11,0.13,49.7,58.1,66.6,23.3,6.91,18.67
Los Angeles,3826,2006-12,1.53,41.9,49.9,57.9,10.3,4.98,13.82
Los Angeles,3826,2007-01,0.86,38.1,45.8,53.4,13,3.45,11.14
Los Angeles,3826,2007-02,2.67,39.9,47.8,55.6,23.8,3.26,10.59
Los Angeles,3826,2007-03,0.48,45.7,55.2,64.8,20.8,5.84,17.1
Los Angeles,3826,2007-04,1.36,45,55.6,66.3,28.3,4.46,17.21
Los Angeles,3826,2007-05,0,52.7,63.6,74.6,35.1,5.41,19.96
Los Angeles,3826,2007-06,0,60.2,71.3,82.5,41.1,7.81,26.51
Los Angeles,3826,2007-07,0.22,68.4,78.8,89.2,45,10.8,32.61
Los Angeles,3826,2007-08,0.04,68,77.9,87.9,40.3,13.58,34.18
Los Angeles,3826,2007-09,3.49,59.6,69.4,79.3,40.5,7.53,23.4
Los Angeles,3826,2007-10,0.42,52.5,61.5,70.6,26.6,7.5,20.72
Los Angeles,3826,2007-11,0.01,52.5,60.3,68.1,26,6.18,16.14
Los Angeles,3826,2007-12,4.49,37.8,44.9,52,16.6,3.42,10.32
Los Angeles,3826,2008-01,17.3,37.8,45,52.3,18.4,3.53,9.86
Los Angeles,3826,2008-02,1.98,40,47.9,55.8,21.6,3.96,11.32
Los Angeles,3826,2008-03,0.28,44.9,54.9,65,22.4,3.9,16.06
Los Angeles,3826,2008-04,0.03,45.5,56.8,68.1,24.7,4.4,17.13
Los Angeles,3826,2008-05,3.23,48.3,58.7,69.1,32.5,4.98,18.67
Los Angeles,3826,2008-06,0,61.6,73.2,84.8,33.6,12.5,34.03
Los Angeles,3826,2008-07,0.01,66.2,76.9,87.7,39.1,13.02,35.96
Los Angeles,3826,2008-08,0,66.1,77,87.9,38.6,14.32,35.98
Los Angeles,3826,2008-09,0.22,63.9,74.6,85.3,35.3,13.46,33.45
Los Angeles,3826,2008-10,0.07,58.4,67.4,76.4,26.8,9.88,25.56
Los Angeles,3826,2008-11,2.52,51,58.4,65.7,24.3,7.31,16.35
Los Angeles,3826,2008-12,2.28,39.8,46.7,53.6,17.9,4.62,11.3
Los Angeles,3826,2009-01,0.62,45.9,52.5,59.1,13,7.04,14.07
Los Angeles,3826,2009-02,8.51,38.8,45.4,52.1,22.7,2.97,8.45
Los Angeles,3826,2009-03,0.77,40.3,49,57.7,24.4,3.65,11.83
Los Angeles,3826,2009-04,0.11,41.9,52.7,63.6,25.4,3.68,15.17
Los Angeles,3826,2009-05,0,55.6,67.3,78.9,35.1,8.05,26.38
Los Angeles,3826,2009-06,0.15,52.8,62.8,72.7,40.8,4.91,19.29
Los Angeles,3826,2009-07,0,67.9,78.7,89.4,37,15.47,38.47
Los Angeles,3826,2009-08,0,65.2,76.1,87,31.9,15.14,37.24
Los Angeles,3826,2009-09,0,68.3,78.2,88.2,32.8,17.91,39.11
Los Angeles,3826,2009-10,2.29,52.3,60.9,69.5,28,7.51,19.81
Los Angeles,3826,2009-11,0.13,47.2,57.4,67.6,19,6.64,19.26
Los Angeles,3826,2009-12,5.11,43,49.2,55.4,20.3,4.4,11.1
Los Angeles,3826,2010-01,8.73,44.9,51.6,58.2,23.7,5.65,12.39
Los Angeles,3826,2010-02,7.81,39.5,46.2,52.9,27.7,2.19,7.95
Los Angeles,3826,2010-03,1.46,41.3,50,58.8,23.3,3.52,12.83
Los Angeles,3826,2010-04,3.58,40.3,49.8,59.3,29.6,2.19,11.45
Los Angeles,3826,2010-05,0.09,45.9,56.8,67.7,31.8,3.99,16.93
Los Angeles,3826,2010-06,0.61,57.2,68.1,79,41.7,7.16,24.09
Los Angeles,3826,2010-07,0,66.1,76.2,86.3,42.8,9.26,30.05
Los Angeles,3826,2010-08,0,64.6,75,85.4,36.7,11.87,29.81
Los Angeles,3826,2010-09,0,62.2,73.3,84.5,31.5,13.42,34.89
Los Angeles,3826,2010-10,2.57,52.6,60,67.3,37.3,5.38,15.94
Los Angeles,3826,2010-11,1.22,45.1,52.8,60.4,26,3.68,14.84
Los Angeles,3826,2010-12,16.64,43,49.4,55.8,25.4,3.72,9.69
Los Angeles,3826,2011-01,0.71,43.3,50.2,57.1,17.2,5.25,12.71
Los Angeles,3826,2011-02,6,36.6,44.2,51.8,19.1,3.03,8.95
Los Angeles,3826,2011-03,5.93,41.4,49.6,57.7,28.3,3.29,11.09
Los Angeles,3826,2011-04,0.19,44.1,54.5,64.9,31.9,2.99,14.21
Los Angeles,3826,2011-05,0.77,45.9,56.4,67,31.8,3.43,15.44
Los Angeles,3826,2011-06,0.11,53.7,64.5,75.3,37.8,6.69,21.33
Los Angeles,3826,2011-07,0,63.2,73.9,84.6,38.8,10.98,31.32
Los Angeles,3826,2011-08,0,67,77.5,88,32.6,15.54,37.77
Los Angeles,3826,2011-09,0,64,74.5,85,34.4,13.24,34.07
Los Angeles,3826,2011-10,1.66,56.3,65.4,74.5,27.1,9.74,23.97
Los Angeles,3826,2011-11,2.01,44.3,51.5,58.7,21.7,5.06,13.03
Los Angeles,3826,2011-12,0.98,41,47.7,54.3,6.8,5.46,12.31
Los Angeles,3826,2012-01,1.24,46.7,54.4,62,10.3,6.17,16.76
Los Angeles,3826,2012-02,0.88,39.9,48.1,56.3,19.3,3.97,12.11
Los Angeles,3826,2012-03,4.41,38.8,48.4,58,21.4,3.06,11.69
Los Angeles,3826,2012-04,3.52,44.1,55.3,66.5,27.6,4.33,16.76
Los Angeles,3826,2012-05,0.14,51.4,63.4,75.3,34.7,5.77,22.71
Los Angeles,3826,2012-06,0,57.5,69.4,81.3,35.2,8.96,28.84
Los Angeles,3826,2012-07,0.02,62.6,74.2,85.8,35.6,11.76,34.37
Los Angeles,3826,2012-08,0.07,68.5,79.6,90.7,38.8,15.65,40.44
Los Angeles,3826,2012-09,0,65,75.9,86.8,32.4,13.55,37.14
Los Angeles,3826,2012-10,0.78,55,64.4,73.8,31.1,8.24,23.64
Los Angeles,3826,2012-11,1.62,47.9,55.9,63.8,22.9,6.19,16.49
Los Angeles,3826,2012-12,3.82,39.3,45,50.7,25.7,2.28,7.66
Los Angeles,3826,2013-01,2.67,35.9,44.8,53.6,11.9,3.61,10.49
Los Angeles,3826,2013-02,0.86,38.7,47.3,55.8,16.7,4.01,11.3
Los Angeles,3826,2013-03,1.26,46.9,56,65,23.4,6.22,16.85
Los Angeles,3826,2013-04,0.13,46.4,57.4,68.3,27.7,4.63,18.39
Los Angeles,3826,2013-05,1.65,51,62.5,74,33,5.4,23.28
Los Angeles,3826,2013-06,0,58.8,70.9,82.9,38.8,8.61,32.2
Los Angeles,3826,2013-07,0.02,66.6,77.3,88,39.6,13.33,37.82
Los Angeles,3826,2013-08,0,63.8,75.1,86.4,34.5,11.71,35.53
Los Angeles,3826,2013-09,0,60.6,72.1,83.6,34.2,10.54,32.5
Los Angeles,3826,2013-10,0.72,51.6,60.3,68.9,24.1,7.87,21.87
Los Angeles,3826,2013-11,1,47.1,54.2,61.3,22.3,6.18,14.74
Los Angeles,3826,2013-12,0.68,43.3,50.2,57.2,10.3,6.54,13.86
Los Angeles,3826,2014-01,0.08,49.6,57.1,64.5,10.9,9.26,18.52
Los Angeles,3826,2014-02,1.42,43.7,51.7,59.7,24.2,4.5,13.54
Los Angeles,3826,2014-03,6.97,44.7,53.7,62.8,25.8,4.84,15
Los Angeles,3826,2014-04,0.9,46.3,57.3,68.4,26.3,5.39,18.44
Los Angeles,3826,2014-05,0.08,52.4,63.9,75.4,29.1,7.61,23.84
Los Angeles,3826,2014-06,0,58.6,70.4,82.3,37.6,8.89,29.09
Los Angeles,3826,2014-07,0,64.4,76,87.5,42.1,11.31,34.56
Los Angeles,3826,2014-08,0.06,63,74.2,85.4,39.7,11.14,32.16
Los Angeles,3826,2014-09,0.04,62.6,73.8,85,39.1,10.74,32.62
Los Angeles,3826,2014-10,0,58.1,67.9,77.7,30.4,10.95,26.83
Los Angeles,3826,2014-11,1.2,48.8,56.5,64.2,20.1,6.74,16.89
Los Angeles,3826,2014-12,6.07,41.8,48.1,54.3,29.9,2.7,8.62
Los Angeles,3826,2015-01,1.41,45.3,52.7,60,19.9,5.94,14.05
Los Angeles,3826,2015-02,1.92,48.4,56.3,64.2,24.7,6.99,15.89
Los Angeles,3826,2015-03,0.93,49.5,58.4,67.3,23.1,7.29,18.77
Los Angeles,3826,2015-04,0.56,45.4,56,66.5,24.2,5.17,17.67
Los Angeles,3826,2015-05,1.57,46,55.9,65.8,36.1,3.09,14.51
Los Angeles,3826,2015-06,0.04,61.7,72.7,83.6,37.4,11.08,32.36
Los Angeles,3826,2015-07,1.98,60.7,71.4,82.1,44.3,7.05,26.66
Los Angeles,3826,2015-08,0,65.7,76.7,87.6,38.4,13.02,36.3
Los Angeles,3826,2015-09,2.59,61.4,72.5,83.7,43.1,7.75,29.68
Los Angeles,3826,2015-10,1.05,57.4,66.4,75.4,37.9,6.89,21.93
Los Angeles,3826,2015-11,0.46,43.7,51.9,60.1,16.8,6.14,15.5
Los Angeles,3826,2015-12,1.23,38.8,46.2,53.7,15.2,4.5,11.52
Madera,1581,2005-01,6.99,37.4,45.8,54.3,39.2,0.27,5.34
Madera,1581,2005-02,3.7,40.1,50.4,60.8,41.9,0.26,7.56
Madera,1581,2005-03,4.9,41.6,52.7,63.8,43.2,0.42,9.17
Madera,1581,2005-04,1.04,40.9,53.8,66.7,40.1,0.79,12.97
Madera,1581,2005-05,3.2,49.5,63.2,76.9,49,1.12,19.17
Madera,1581,2005-06,0.07,53.4,68.8,84.3,45.6,3.19,29.68
Madera,1581,2005-07,0,66.8,83.2,99.7,51.4,8.02,51.51
Madera,1581,2005-08,0.06,64.5,80.7,96.9,45.6,8.67,48.99
Madera,1581,2005-09,0.14,54.3,69.8,85.3,40.4,4.88,33.47
Madera,1581,2005-10,0.14,48.8,62.4,76.1,40.9,2.8,22.8
Madera,1581,2005-11,0.29,44.1,56.8,69.6,37.3,1.82,16.75
Madera,1581,2005-12,5.31,39.4,49.4,59.3,40.6,0.32,7.67
Madera,1581,2006-01,5.82,37.4,47.8,58.2,37.6,0.68,7.64
Madera,1581,2006-02,1.48,37.5,50.4,63.3,35,0.88,12.18
Madera,1581,2006-03,6.56,35.9,45.9,55.9,38.1,0.32,6.81
Madera,1581,2006-04,6.77,43.8,53.4,63.1,45.5,0.21,8.75
Madera,1581,2006-05,0.64,52,66.5,81,48.7,1.65,23.8
Madera,1581,2006-06,0.07,60.3,76.4,92.5,50.9,3.88,39.29
Madera,1581,2006-07,0,66.9,83.7,100.5,49.9,9.19,53.61
Madera,1581,2006-08,0,60.8,77.4,94,43.5,7.75,43.48
Madera,1581,2006-09,0.02,57.6,73.7,89.9,38.4,7,40.17
Madera,1581,2006-10,0.48,48.3,61.5,74.6,39.4,2.45,20.48
Madera,1581,2006-11,0.81,42.8,54.1,65.4,40.8,0.58,11.43
Madera,1581,2006-12,3.11,34.8,46.3,57.8,34.5,0.33,8.83
Madera,1581,2007-01,0.91,31.7,44,56.3,26,1.04,9.85
Madera,1581,2007-02,4.45,37.8,48.4,58.9,39,0.29,8.19
Madera,1581,2007-03,1.15,41.9,55.7,69.5,40.9,0.88,15.17
Madera,1581,2007-04,0.85,43.6,57.1,70.7,42.2,0.87,16.44
Madera,1581,2007-05,0.27,52,67.5,83,41.2,2.86,28.4
Madera,1581,2007-06,0,59,75,91,43.4,5.35,38.31
Madera,1581,2007-07,0,64.3,80.3,96.2,48.3,6.45,44.38
Madera,1581,2007-08,0.04,63.9,79.8,95.7,41.5,10.54,47.97
Madera,1581,2007-09,0.03,56.4,70.6,84.7,42.7,4.18,30.16
Madera,1581,2007-10,0.53,48.2,61.4,74.6,37.8,2.69,21.19
Madera,1581,2007-11,0.16,44.6,57.6,70.5,38.5,1.75,14.93
Madera,1581,2007-12,4.25,32.9,43.3,53.6,32.4,0.43,6.88
Madera,1581,2008-01,6.76,34.7,44.3,53.9,34.9,0.33,6.75
Madera,1581,2008-02,4.73,36,47.1,58.3,37.5,0.3,8.32
Madera,1581,2008-03,0.29,41,53.3,65.6,37.5,1.03,12.47
Madera,1581,2008-04,0.01,42.5,56.8,71,36.1,1.55,19.28
Madera,1581,2008-05,0.72,50.1,64.6,79.1,40.8,3.13,27
Madera,1581,2008-06,0,58.9,75.2,91.6,39,7.29,43.14
Madera,1581,2008-07,0,64,80.4,96.8,45.7,8.62,48.06
Madera,1581,2008-08,0,65.3,81.2,97.2,43.2,9.95,49.74
Madera,1581,2008-09,0,60.3,76,91.6,36.4,8.34,43.11
Madera,1581,2008-10,0.45,51,65.3,79.5,36,4.5,26.03
Madera,1581,2008-11,2.72,45.3,56.6,67.9,42.9,1.03,13.38
Madera,1581,2008-12,2.94,34.7,44.8,54.9,35,0.12,7.72
Madera,1581,2009-01,2.69,38.6,49,59.4,34.8,1.03,9.91
Madera,1581,2009-02,5.08,38.3,48.4,58.5,36.9,0.76,8.93
Madera,1581,2009-03,2.49,39.8,51.8,63.8,38.2,0.78,11.71
Madera,1581,2009-04,0.85,42.4,56.2,69.9,36.1,1.93,18.21
Madera,1581,2009-05,0.93,55.7,70.5,85.3,45,3.92,31.61
Madera,1581,2009-06,0.72,56.5,70.9,85.3,45.6,4.61,31.97
Madera,1581,2009-07,0,66.5,82.6,98.8,44,9.13,52.01
Madera,1581,2009-08,0.01,62.9,78.6,94.3,41.8,8.5,45.88
Madera,1581,2009-09,0,62.5,77.8,93.1,41.1,8.98,44.16
Madera,1581,2009-10,2.81,47.6,60.1,72.6,38.8,2.52,18.35
Madera,1581,2009-11,0.16,41.5,54.4,67.4,36.8,1.35,13.52
Madera,1581,2009-12,4.78,34.5,45.2,55.9,34.9,0.27,7.89
Madera,1581,2010-01,5.25,37.6,47.5,57.4,38,0.29,8.08
Madera,1581,2010-02,5.23,39.1,48.4,57.7,40.8,0.22,6.72
Madera,1581,2010-03,2.15,39.3,51.4,63.4,38.6,0.76,11.82
Madera,1581,2010-04,4.7,40.8,51.9,63.1,40.8,0.58,10.53
Madera,1581,2010-05,0.58,43.8,57.8,71.8,40.9,1.06,18.1
Madera,1581,2010-06,0,57.9,73.3,88.6,45,4.24,35.58
Madera,1581,2010-07,0,64,80.2,96.4,47.7,7.39,45.44
Madera,1581,2010-08,0,61.4,77.5,93.6,43,6.47,43.31
Madera,1581,2010-09,0,57.5,73.5,89.5,41.2,6.32,39.05
Madera,1581,2010-10,3.05,52.4,63.8,75.2,46.3,2.59,20.03
Madera,1581,2010-11,3.27,40.9,51.7,62.5,39.1,0.71,10.95
Madera,1581,2010-12,10.1,39.7,48,56.3,41.6,0.16,5.51
Madera,1581,2011-01,2.22,36.6,46.4,56.1,36.4,0.35,7.67
Madera,1581,2011-02,4.35,34.6,45.7,56.8,34,0.54,8.84
Madera,1581,2011-03,8.94,39.3,49.7,60.1,40.2,0.36,8.8
Madera,1581,2011-04,0.71,42.3,55.1,67.9,41.3,0.79,13.71
Madera,1581,2011-05,1.39,44.6,58.9,73.2,40,1.49,20.21
Madera,1581,2011-06,1.84,54.1,68.8,83.5,46.5,2.84,30.08
Madera,1581,2011-07,0,60.7,76.9,93.1,49.7,5.32,40.61
Madera,1581,2011-08,0.05,63.5,79.2,95,45.6,7.47,45.38
Madera,1581,2011-09,0,62.6,77.2,91.8,44.8,7.93,40.49
Madera,1581,2011-10,1.6,51.4,64.2,77.1,45.9,1.99,20.75
Madera,1581,2011-11,1.21,40.3,51.8,63.3,37.7,0.72,11.7
Madera,1581,2011-12,0,33.9,46.3,58.7,26.3,1.32,11.51
Madera,1581,2012-01,3.45,37.2,49.8,62.5,30.9,1.3,12.85
Madera,1581,2012-02,1.01,36.8,48.6,60.3,35.2,0.55,10.47
Madera,1581,2012-03,4.67,39.7,50.8,62,36.2,1.01,11.59
Madera,1581,2012-04,3.35,43.7,55.8,68,42.5,0.97,13.97
Madera,1581,2012-05,0,50.4,66,81.5,41.4,2.94,28.53
Madera,1581,2012-06,0.12,57,72.9,88.8,41.5,5.62,37.57
Madera,1581,2012-07,0,63.3,78.9,94.5,44.1,8.66,44.07
Madera,1581,2012-08,0,67.6,83,98.4,41.8,12.68,51.82
Madera,1581,2012-09,0,62.8,77.8,92.8,39.7,10.03,43.15
Madera,1581,2012-10,0.56,51.9,64.7,77.5,42,3.78,23.35
Madera,1581,2012-11,2.38,44.6,55.7,66.9,40.7,1.3,13.26
Madera,1581,2012-12,6.22,37.8,45.9,54,40.3,0.13,4.74
Madera,1581,2013-01,0.98,33.6,44.8,56.1,32.4,0.64,8.16
Madera,1581,2013-02,0.99,35.1,46.8,58.4,34.9,0.64,9.2
Madera,1581,2013-03,0.75,42.8,55.6,68.4,40.9,1.04,14.55
Madera,1581,2013-04,0.37,45.4,59.7,74.1,41.6,1.67,20.08
Madera,1581,2013-05,0.54,50.8,65.8,80.8,40.8,3.44,27.27
Madera,1581,2013-06,0.04,60.3,75.9,91.5,43.7,6.95,39.74
Madera,1581,2013-07,0,66.6,82.8,98.9,43.3,11.88,52.74
Madera,1581,2013-08,0.04,62.3,78.3,94.3,39.8,9.87,45.27
Madera,1581,2013-09,0.31,57.2,72.4,87.5,41.5,7.03,34.89
Madera,1581,2013-10,0.23,47.6,61.9,76.2,32,4.78,23.96
Madera,1581,2013-11,0.93,42.6,55.9,69.2,34.2,2.49,17.1
Madera,1581,2013-12,0.69,34.7,47.7,60.7,28.4,1.93,13.19
Madera,1581,2014-01,1.15,40.7,54,67.3,27.5,3.45,17.8
Madera,1581,2014-02,2.5,40.7,51.5,62.4,40.8,0.66,10.24
Madera,1581,2014-03,1.74,43.5,56.2,68.9,39.4,1.59,15.81
Madera,1581,2014-04,1.51,45.5,59.5,73.5,40.8,2.19,20.48
Madera,1581,2014-05,0.16,51,66.6,82.3,37.9,4.92,31.49
Madera,1581,2014-06,0,59.4,75.5,91.5,37.1,9.18,43.7
Madera,1581,2014-07,0.01,66.7,81.8,97,45.9,11.55,49.35
Madera,1581,2014-08,0,63.6,78.9,94.2,43.3,10.45,45.65
Madera,1581,2014-09,0.55,60.1,75.2,90.2,43.2,8.63,39.73
Madera,1581,2014-10,0,53,67.3,81.6,39.4,5.2,29.02
Madera,1581,2014-11,1.79,43.6,55.5,67.4,42.1,1.24,13.54
Madera,1581,2014-12,4.05,40.3,49.5,58.7,42.1,0.19,7.32
Madera,1581,2015-01,0.17,38.3,49.8,61.3,37.5,0.69,9.95
Madera,1581,2015-02,1.9,42.6,54.5,66.3,42.7,0.72,11.86
Madera,1581,2015-03,0.07,45.1,58.7,72.4,41.4,1.68,18.56
Madera,1581,2015-04,1.74,44.6,58.4,72.2,36.5,2.09,20.35
Madera,1581,2015-05,0.19,48.7,62.2,75.7,41.1,2.7,22.89
Madera,1581,2015-06,0.01,62.6,78,93.5,40.9,9.69,45.95
Madera,1581,2015-07,0.47,63.7,78.5,93.4,47.4,8.05,42.96
Madera,1581,2015-08,0.05,63.6,79.1,94.6,43.5,10.04,45.87
Madera,1581,2015-09,0.15,61.1,75.4,89.7,39.6,9.65,39.9
Madera,1581,2015-10,0.32,54,66.9,79.7,44.8,4.01,24.6
Madera,1581,2015-11,3.75,37.8,49.6,61.3,37.9,0.76,10.91
Madera,1581,2015-12,4.67,33.8,43.6,53.3,35.7,0.35,6.47
Marin,384,2005-01,7.17,39.9,46.4,52.9,39.8,0.16,3.3
Marin,384,2005-02,5.62,44.8,52.7,60.5,43,0.43,6.74
Marin,384,2005-03,7.2,45.7,55.4,65.1,43.8,0.58,9.65
Marin,384,2005-04,2.56,43.1,54.9,66.7,42.1,0.43,10.83
Marin,384,2005-05,4.62,49.1,59.9,70.7,48,0.63,10.57
Marin,384,2005-06,1.24,50.4,62.3,74.1,48.7,0.75,14.02
Marin,384,2005-07,0,52.7,68.2,83.7,50.6,1.09,21.62
Marin,384,2005-08,0,51.2,65.6,80.1,48.3,0.96,18.48
Marin,384,2005-09,0,49.1,62.9,76.6,47.1,0.67,17.97
Marin,384,2005-10,0.99,48.3,61.2,74,45.4,0.72,16.71
Marin,384,2005-11,2.75,44.6,55.9,67.2,42.6,0.66,10.85
Marin,384,2005-12,18.78,42.9,50,57.1,44.5,0.21,3.74
Marin,384,2006-01,8.89,42.3,49.9,57.6,42.4,0.37,5.48
Marin,384,2006-02,4.81,40.6,51.3,62,39.8,0.46,9.03
Marin,384,2006-03,10.12,40.6,48.2,55.8,39.7,0.36,5.5
Marin,384,2006-04,9.08,45.6,54.7,63.7,46.1,0.3,7.56
Marin,384,2006-05,0.51,47.8,60.7,73.7,47.4,0.6,14.36
Marin,384,2006-06,0,52.1,66.6,81.2,51.4,0.86,20.2
Marin,384,2006-07,0,54,70.1,86.2,51.8,1.38,26.68
Marin,384,2006-08,0,50.9,64.6,78.3,50.2,0.54,17.27
Marin,384,2006-09,0,50.1,64.9,79.7,45.9,1.18,21.76
Marin,384,2006-10,0.67,47.7,60.3,72.9,42.7,1.14,17.24
Marin,384,2006-11,4.62,45.1,54.1,63.1,45.8,0.27,7.3
Marin,384,2006-12,6.76,39.1,48.1,57.1,37,0.65,7
Marin,384,2007-01,0.76,35.4,46.7,57.9,31.9,0.56,8.62
Marin,384,2007-02,8.73,42.2,50.5,58.7,41.7,0.35,6.26
Marin,384,2007-03,0.31,43,55.4,67.9,42.6,0.52,11.57
Marin,384,2007-04,2.44,43.5,56,68.4,42.9,0.46,12.04
Marin,384,2007-05,0.89,47.2,60.5,73.9,44.4,0.76,15.95
Marin,384,2007-06,0,50,64.6,79.2,47.2,0.94,19.26
Marin,384,2007-07,0.05,52.8,67.3,81.8,51.7,0.86,18.68
Marin,384,2007-08,0,52.6,67,81.4,50,1.02,20.85
Marin,384,2007-09,0.09,52.1,65.2,78.3,47.8,1.31,19.47
Marin,384,2007-10,3.17,47.2,58.8,70.3,45.7,0.62,13.64
Marin,384,2007-11,0.93,43.2,54.9,66.6,41.5,0.46,11.68
Marin,384,2007-12,5.81,38.7,47,55.2,36.5,0.47,6.32
Marin,384,2008-01,13.73,39.5,46.3,53,38.2,0.37,4.81
Marin,384,2008-02,5.38,40,49.9,59.7,39.7,0.32,7.87
Marin,384,2008-03,0.35,40.9,52.8,64.7,38.7,0.59,11.23
Marin,384,2008-04,0.24,41.1,54.7,68.4,38.1,0.71,14.72
Marin,384,2008-05,0.19,47.3,60.7,74,43.5,1.39,17.76
Marin,384,2008-06,0,49.8,65.5,81.2,43.1,1.89,25.38
Marin,384,2008-07,0,51.5,66.6,81.7,50.6,0.77,21.78
Marin,384,2008-08,0,52.4,67.8,83.2,50.4,0.89,24.3
Marin,384,2008-09,0.01,50.5,66.1,81.6,45.6,1.45,25.99
Marin,384,2008-10,1.02,48,62.5,77,41.4,1.3,21.57
Marin,384,2008-11,4.19,46.9,56.1,65.3,47,0.36,8.78
Marin,384,2008-12,3.39,37.5,45.7,54,39.2,0.14,4.3
Marin,384,2009-01,0.9,39.3,49.7,60.1,38.2,0.52,8.83
Marin,384,2009-02,11.66,40.9,49.4,57.9,41.8,0.2,6.25
Marin,384,2009-03,3.83,42.3,52.4,62.5,41.2,0.41,8.97
Marin,384,2009-04,0.65,42.3,55.3,68.4,40.5,0.54,14.41
Marin,384,2009-05,2.67,47.8,60.6,73.4,47.3,0.63,14.47
Marin,384,2009-06,0.05,50.6,63.3,76,49.5,0.5,16.3
Marin,384,2009-07,0,49.9,65.2,80.5,48.9,0.57,21.06
Marin,384,2009-08,0,51.9,66.9,81.9,49.3,0.99,23.13
Marin,384,2009-09,0.34,52,68,84,49.3,0.91,26.47
Marin,384,2009-10,5.65,49.3,60.7,72.1,45.3,1.09,14.63
Marin,384,2009-11,0.83,42,53.3,64.6,40.9,0.61,10.81
Marin,384,2009-12,4.29,38.6,46.1,53.6,38.5,0.3,4.72
Marin,384,2010-01,12.4,43.2,48.5,53.8,43.9,0.19,2.84
Marin,384,2010-02,6.33,43.9,51.2,58.5,45,0.18,5.2
Marin,384,2010-03,4.44,41.4,52.2,63,40.7,0.45,10.16
Marin,384,2010-04,6.6,42.2,53,63.7,41.7,0.4,9.66
Marin,384,2010-05,1.9,45.1,56.6,68,42.9,0.75,12.27
Marin,384,2010-06,0,50.9,64.4,78,49.2,0.86,18.06
Marin,384,2010-07,0,50.9,64.2,77.6,49.4,0.7,16.49
Marin,384,2010-08,0,50.6,63.9,77.2,49.4,0.55,17.75
Marin,384,2010-09,0.15,51.6,66.8,82,48.1,1.29,25.29
Marin,384,2010-10,5.01,50.4,61.3,72.2,46.9,1.03,15.59
Marin,384,2010-11,3.6,43.8,53.8,63.7,42.5,0.57,10.3
Marin,384,2010-12,10.49,44.1,49.7,55.2,43.9,0.27,3.67
Marin,384,2011-01,2.51,39.4,48,56.6,38.8,0.41,6.17
Marin,384,2011-02,6.48,37.7,48.6,59.4,34.8,0.75,9.75
Marin,384,2011-03,12.79,42.8,50.8,58.7,43.1,0.28,6.45
